item_id,description,description_2,group_description,unit_sale_price (CLP),cost (CLP),storage_cost (CLP),stock,size_m3,cost_per_purchase,frecuencia,estacionalidad,tendencia,intermitente
708,pro plan urinary cat 1kg ar,adultos,alimento,13440,8943,41,0,0.015,1350,0.0,0.0,0,1.0
255,zd artsy h-harness large,paseo,accesorio,19900,15494,49,0,0.004,1350,,,0,
882,l.w. comedero o bebedero med 75 ml,comederos,accesorio,2790,1956,6,1,0.001,500,-1.0,1.0,1,1.0
389,big heart aluminum purple (my family),placas identificacion,accesorio,7130,4947,15,0,0.001,500,-1.0,1.0,0,1.0
908,brit mono protein lamb 400 g,latas,alimento,3600,2360,11,0,0.015,2850,-1.0,1.0,0,1.0
924,capa polar chiporro t/8 cata pets,ropa,accesorio,18890,13761,39,1,0.001,500,-1.0,1.0,1,1.0
1616,royal can  hipoal diet canine 10 kilo,medicados,alimento,104880,75092,316,1,0.015,5300,-1.0,1.0,1,1.0
460,pro plan canine veterinary diets nf,adultos,alimento,33210,24114,100,0,0.015,5400,-1.0,1.0,0,1.0
958,ehlifloxacino (enrofloxacino 50 mg.),antibiotico,medicamento,14680,11269,27,0,0.0002,500,-1.0,1.0,0,1.0
501,repelente interiores perros-300ml,higiene,accesorio,15990,11136,34,1,0.001,600,-1.0,1.0,1,1.0
739,afp pups cuerda suave multitextura,juguetes,accesorio,7790,5742,17,0,0.001,500,,,0,
1729,zeedog neopro green h-harness large,paseo,accesorio,22400,17227,47,1,0.001,650,-1.0,1.0,1,1.0
868,mebermic,antiparasitarios,medicamento,2990,2252,6,25,0.001,500,-1.0,1.0,1,1.0
731,blocks h-harness medium,paseo,accesorio,16900,12630,36,0,0.001,500,,,0,
539,royal mini light 2.5kg,adultos,alimento,28500,20095,86,6,0.015,5200,-1.0,1.0,1,1.0
697,pidle place mazuri (baño perrito),higiene,accesorio,111690,73373,272,2,0.004,900,-1.0,1.0,1,1.0
1502,coastal style collar plaid m,paseo,accesorio,7990,5629,17,0,0.001,500,,,0,
1145,afp dog ultrasonic avestruz,juguetes,accesorio,13560,10393,33,2,0.004,500,-1.0,1.0,1,1.0
1031,bow tie red (my family),placas identificacion,accesorio,17560,12979,37,4,0.001,500,-1.0,1.0,1,1.0
372,padlock (my family),placas identificacion,accesorio,17560,12844,37,0,0.001,500,-1.0,1.0,0,1.0
1688,monge maxi adult chicken de 12 kg,adultos,alimento,54390,36760,164,1,0.015,5150,-1.0,1.0,1,1.0
357,dreamwell cama donut gris-blanca,hogar-transporte,accesorio,24990,17156,52,0,0.001,700,,,0,
967,naxpet 30 mg x 10 comp. raza gde.,analgesico,medicamento,12340,8570,23,2,0.0002,500,-1.0,1.0,1,1.0
783,jaula cage cavie 80 grey,hogar-transporte,accesorio,62990,44856,132,2,0.001,500,,,1,
1035,zd phantom adjustable air mesh harness large,paseo,accesorio,26400,20757,55,0,0.001,500,-1.0,1.0,0,1.0
970,coastal new earth collar de soya berenjena s/m,paseo,accesorio,10490,7354,26,0,0.004,950,-1.0,1.0,0,1.0
1429,parka impermeable talla 10,ropa,accesorio,6890,4869,17,1,0.004,500,,,1,
1391,mixantip plus 15 gr,antibiotico,medicamento,9990,7784,19,0,0.0002,500,-1.0,1.0,0,1.0
1428,zeedog mahalo collar large,paseo,accesorio,12860,9919,27,2,0.001,500,-1.0,0.0,1,1.0
1395,bravery chicken puppy large/medium breeds 4 kg,cachorros,alimento,24990,16272,75,0,0.015,1650,,,0,
1588,ultimate blue leash large,paseo,accesorio,16900,11675,42,1,0.004,1400,-1.0,1.0,1,1.0
1609,zeedog tuff bowl coral,comederos,accesorio,25900,19349,63,4,0.004,500,-1.0,1.0,1,1.0
885,habitrail ovo loft,hogar-transporte,accesorio,89990,63333,189,1,0.001,500,-1.0,0.0,1,1.0
79,dog a dent 100 grs pasta,higiene,medicamento,10210,7474,19,2,0.0002,500,-1.0,1.0,1,1.0
1172,brit care cat kitten chicken 80 grs,latas,alimento,1400,1085,4,4,0.015,3000,-1.0,1.0,1,1.0
814,zd neon coral adjustable air mesh harness medium,paseo,accesorio,23900,17711,50,0,0.001,550,-1.0,1.0,0,1.0
1200,pro plan sterilized cat 3kg ar,adultos,alimento,36370,24810,109,4,0.015,4600,0.0,0.0,1,1.0
671,bliss adjustable air mesh harness large,paseo,accesorio,31310,20630,66,0,0.001,750,-1.0,1.0,0,1.0
1436,habitrail ovo home azul,hogar-transporte,accesorio,46990,37105,99,0,0.001,700,-1.0,1.0,0,1.0
57,ultimate blue collar medium,paseo,accesorio,10900,7697,22,0,0.001,500,-1.0,1.0,0,1.0
133,habitat para hamster kleo vip,enriquecimiento ambiental,accesorio,50160,36188,106,0,0.001,550,,,0,
1140,pishio auricular,otico,medicamento,11500,8715,22,0,0.0002,500,-1.0,1.0,0,1.0
933,bravery salmon puppy large/medium breed 4 kg,cachorros,alimento,26990,21401,82,0,0.015,2150,-1.0,0.0,0,1.0
1668,feliway friends repuesto mas difusor 48ml,comportamiento,medicamento,35990,23432,67,1,0.0002,700,-1.0,1.0,1,1.0
823,pro plan urinary cat carne y pollo lata 85 grs,latas medicadas,alimento,2280,1742,8,9,0.015,2750,-1.0,1.0,1,1.0
504,vp tuffy ocean creature whale 7.6x20.3x30.5 cm/ts8,juguetes,accesorio,12990,8922,27,0,0.001,500,,,0,
1660,mamadera  (kit) 59 ml.,bebederos,accesorio,8490,6344,21,2,0.004,500,-1.0,1.0,1,1.0
347,zeedog prisma harness + leash set,paseo,accesorio,11860,9284,25,2,0.001,500,-1.0,1.0,1,1.0
386,brit mono protein turkey 400 g,latas,alimento,3600,2354,11,2,0.015,2600,-1.0,1.0,1,1.0
894,afp classic felicy ardilla,juguetes,accesorio,15990,12530,39,2,0.004,500,-1.0,0.0,1,1.0
828,pawise meow life bola colores,juguetes,accesorio,3290,2337,7,1,0.001,500,-1.0,1.0,1,1.0
1768,cerenia comp. 24 mg.,digestivo,medicamento,18820,13128,35,0,0.0002,500,-1.0,1.0,0,1.0
475,neptra solucion otica,otico,medicamento,39590,27316,73,0,0.0002,500,-1.0,1.0,0,1.0
1376,squeaky bounce ball large,juguetes,accesorio,25990,19365,54,47,0.001,500,-1.0,1.0,1,1.0
1304,pro plan kitten pollo e higado lata 85 grs,humedo,alimento,2030,1366,6,0,0.015,2150,,,0,
172,orchard grass hay 425gr,alfalfas,accesorio,8390,5754,18,1,0.001,500,,,1,
1149,comedero interactivo hexágono azul,juguetes,accesorio,19590,14018,41,0,0.001,500,-1.0,1.0,0,1.0
38,power ultra 5 - 10 kg,ant. ext.,medicamento,8910,7120,17,16,0.0002,500,-1.0,1.0,1,1.0
713,zd skull 2.0 collar small,paseo,accesorio,9900,7763,25,1,0.004,900,,,1,
90,coastal lazer brite trailla rainbow hearts m 1.8m,paseo,accesorio,19590,14362,41,0,0.001,500,-1.0,1.0,0,1.0
1205,mm tirebiterii small 9.5 cm c/cuerda,juguetes,accesorio,9990,7219,21,1,0.001,500,-1.0,1.0,1,1.0
875,hueso entretenido,juguetes,accesorio,7990,6380,17,3,0.001,500,,,1,
1261,coastal lazer brite trailla lime skulls m 1.8m,paseo,accesorio,19590,14354,47,1,0.004,800,-1.0,1.0,1,1.0
1093,zd army green h-harness extra small,paseo,accesorio,11900,8714,25,1,0.001,500,-1.0,1.0,1,1.0
1155,purple big circle paw (my family),placas identificacion,accesorio,12300,8664,26,4,0.001,500,-1.0,1.0,1,1.0
1272,brit care duck endurance 12 kg,adultos,alimento,50900,34476,154,2,0.015,1800,-1.0,1.0,1,1.0
499,small bone aluminum purple (my family),placas identificacion,accesorio,7130,5149,15,1,0.001,500,-1.0,1.0,1,1.0
338,royal canin mini puppy  2 kg fr,cachorros,alimento,18990,12379,57,7,0.015,3250,,,1,
1188,brit care cat grain-free indoor anti-stress 7 kg,adultos,alimento,55990,37528,168,1,0.015,2500,-1.0,1.0,1,1.0
28,bowl 17 cm,comederos,accesorio,4990,3473,13,0,0.004,500,-1.0,1.0,0,1.0
1217,brit care gf senior & light salmon 3 kg,senior,alimento,23990,18388,73,7,0.015,4300,-1.0,1.0,1,1.0
1236,arnes nacional chico a. doctor,paseo,accesorio,5690,4524,12,1,0.001,500,-1.0,1.0,1,1.0
1703,afp litte buddy blanky piggy,juguetes,accesorio,16590,12247,35,0,0.001,500,-1.0,1.0,0,1.0
945,black big circle  bone (my family),placas identificacion,accesorio,15490,10561,33,0,0.001,500,-1.0,0.0,0,1.0
169,casa igloo small (hamster),hogar-transporte,accesorio,2090,1657,4,1,0.001,500,-1.0,1.0,1,1.0
1456,nutram sound kitten 1.13 kg,cachorros,alimento,21930,17113,67,1,0.015,850,,,1,
1197,honey leash extra small,paseo,accesorio,10900,8241,26,2,0.004,900,-1.0,0.0,1,1.0
912,black big circle paw (my family),placas identificacion,accesorio,15490,10224,33,1,0.001,500,-1.0,1.0,1,1.0
491,coastal fashion collar hearts,paseo,accesorio,7990,6058,19,1,0.004,1250,-1.0,0.0,1,1.0
953,royal canin urinary s/o feline 1.5 kg.,medicados,alimento,20740,15067,63,0,0.015,2300,-1.0,1.0,0,1.0
1097,catapet cama chiporro med. nº2,camas,accesorio,22990,16851,57,0,0.004,500,-1.0,1.0,0,1.0
587,zeedog phantom h-harness extra small,paseo,accesorio,11860,8551,25,2,0.001,550,,,1,
750,coastal new earth collar de soya fucsia xs,paseo,accesorio,9190,6853,19,0,0.001,500,-1.0,1.0,0,1.0
657,hartz duraplay bone small dog toy,juguetes,accesorio,4990,3821,13,0,0.004,1250,-1.0,1.0,0,1.0
234,afp travel dog arnes seguridad s,paseo,accesorio,20990,15836,44,2,0.001,550,,,1,
732,l.w. material para nidos fibra natural,enriquecimiento ambiental,accesorio,2690,2033,6,0,0.004,700,-1.0,1.0,0,1.0
1530,royal can. shn mini junior 1 kgr.,cachorros,alimento,11200,8786,34,7,0.015,4000,,,1,
1156,pro plan urinary cat 3kg ar,adultos,alimento,36370,29010,109,9,0.015,1350,-1.0,0.0,1,1.0
1375,royal canin mini puppy  8 kg fr,cachorros,alimento,59990,46188,182,1,0.015,1650,-1.0,1.0,1,1.0
1526,pro plan canine veterinary diets en,adultos,alimento,39140,29533,118,0,0.015,4450,-1.0,1.0,0,1.0
934,zd smash adjustable air mesh harness medium,paseo,accesorio,23900,16095,50,0,0.001,500,-1.0,1.0,0,1.0
1209,zd skull 2.0 h-harness extra small,paseo,accesorio,11900,9340,25,0,0.001,500,-1.0,1.0,0,1.0
1065,capa polar c/chiporro t-xl (4)  a. doctor,ropa,accesorio,7930,5833,17,1,0.001,500,,,1,
108,brit mono protein lamb & rice 400 g,latas,alimento,3600,2553,11,3,0.015,500,-1.0,0.0,1,1.0
1543,"dogit cuerdas anudadas celeste ""s""",juguetes,accesorio,2790,2110,6,1,0.001,500,-1.0,1.0,1,1.0
568,ultimate blue cat collar,paseo,accesorio,4900,3464,10,1,0.001,500,-1.0,1.0,1,1.0
1167,mamistop 125 gr (perro),suplemento,medicamento,8030,6028,15,2,0.0002,500,-1.0,1.0,1,1.0
1174,shampoo petever,antialergico,medicamento,12770,8752,24,0,0.0002,500,,,0,
890,catit filtro fuente mini 3 unid,juguetes,accesorio,4490,3181,10,1,0.001,500,-1.0,1.0,1,1.0
1048,royal canin gastrointestinal lata 145grs,latas medicadas,alimento,2590,1903,8,0,0.015,2350,-1.0,1.0,0,1.0
1280,pawise meow life raton,juguetes,accesorio,2990,2143,7,3,0.004,700,-1.0,1.0,1,1.0
1352,zd midnight h-harness small,paseo,accesorio,13900,9201,29,0,0.001,500,-1.0,1.0,0,1.0
884,capa arnè talla 4 cata pets,ropa,accesorio,16490,13169,41,1,0.004,500,,,1,
1569,bliss h-harness medium,paseo,accesorio,16900,11850,36,1,0.001,500,,,1,
850,zd skull 2.0 cat collar,paseo,accesorio,4900,3759,11,0,0.004,1300,-1.0,1.0,0,1.0
717,dogti toallitas de limpieza ojos 70un,higiene,accesorio,7990,5717,17,0,0.001,500,-1.0,1.0,0,1.0
454,afp doggies pantufla perro,juguetes,accesorio,11690,8084,25,2,0.001,500,-1.0,0.0,1,1.0
264,pawise fetch it mono,juguetes,accesorio,6990,5149,17,1,0.004,1150,-1.0,1.0,1,1.0
75,zeus trailla doble asa xl azul denim 1.2m,paseo,accesorio,10810,7442,22,0,0.001,500,-1.0,1.0,0,1.0
1555,apf mighty rex hueso curvo,juguetes,accesorio,7990,5621,19,0,0.004,500,-1.0,1.0,0,1.0
444,toallitas de limpieza aloe vera,higiene,accesorio,2960,2209,6,2,0.001,500,-1.0,1.0,1,1.0
395,planet dog nooks amarillo felicidad,juguetes,accesorio,13990,10159,34,1,0.004,500,,,1,
176,royal canin kitten sterelized pouch 85 gr,humedo,alimento,2330,1743,8,9,0.015,3950,,,1,
1042,espuma seca ehlinger spray 265 ml,higiene,medicamento,11870,8031,22,0,0.0002,500,-1.0,0.0,0,1.0
1626,shn mini adulto 8+ 2.5 kg,adultos,alimento,24910,19873,75,9,0.015,1250,,,1,
1666,dreamwell cama redonda woof azul 53cm,hogar-transporte,accesorio,27990,19961,59,0,0.001,550,-1.0,1.0,0,1.0
1288,body cobre talla 2 ( 2 - 3 kg ),higiene,medicamento,14500,10313,27,3,0.0002,500,-1.0,1.0,1,1.0
595,monge maxi p&j chicken 1x12 kg,cachorros,alimento,59190,45955,178,1,0.015,5000,,,1,
61,nt total gf small breed trout & salmon meal dog food 2 kg,adultos,alimento,29410,21272,88,1,0.015,1550,,,1,
872,small bone aluminum red (my family),placas identificacion,accesorio,7130,4945,18,0,0.004,500,-1.0,1.0,0,1.0
1394,royal canin kitten lata 145 gr,latas,alimento,1920,1475,6,17,0.015,2600,-1.0,1.0,1,1.0
1755,pro plan reduced calorie m/l 3kg ar,adultos,alimento,29550,23186,90,3,0.015,500,-1.0,0.0,1,1.0
278,poof! blue cloud chinchilla dust,higiene,accesorio,19150,13632,41,0,0.001,600,-1.0,1.0,0,1.0
36,cordon amarre 10 mm a. doctor,paseo,accesorio,5390,3522,13,0,0.004,500,-1.0,1.0,0,1.0
1420,small round aluminum pink (my family),placas identificacion,accesorio,7130,4723,15,0,0.001,500,,,0,
1690,small heart aluminum light blue (my family),placas identificacion,accesorio,7130,4850,15,0,0.001,500,-1.0,1.0,0,1.0
1350,honey collar medium,paseo,accesorio,10900,7182,22,1,0.001,500,-1.0,1.0,1,1.0
977,alfombrilla de entrenamiento de cesped,higiene,accesorio,49990,32882,104,0,0.001,500,,,0,
1474,pawise cama verde perros,camas,accesorio,14990,9807,37,1,0.004,500,-1.0,1.0,1,1.0
738,hartz chew n clean tuff bone dog toy - large,juguetes,accesorio,7990,6048,17,1,0.001,500,,,1,
191,zeedog ella leash large,paseo,accesorio,16840,11268,35,2,0.001,500,-1.0,0.0,1,1.0
919,zeedog citrus bow-tie large,paseo,accesorio,6500,4979,13,0,0.001,500,-1.0,1.0,0,1.0
456,bowl ufo,juguetes,accesorio,9990,7377,21,0,0.001,500,-1.0,1.0,0,1.0
675,plato antideslizante luna / s,comederos,accesorio,3730,2502,7,5,0.001,500,,,1,
760,coastal sublime collar flower pink s/m,paseo,accesorio,12490,9338,26,3,0.001,500,-1.0,1.0,1,1.0
1691,zeedog ella h-harness extra small,paseo,accesorio,11860,8354,25,1,0.001,500,,,1,
728,sand adjustable air mesh harness large,paseo,accesorio,26400,17235,55,0,0.001,800,-1.0,1.0,0,1.0
1098,chip animall tag,acc. medicos,medicamento,8500,6033,16,2,0.0002,500,-1.0,1.0,1,1.0
825,nutrafin max peces tropicales escamas 38g,alimento exoticos,accesorio,6290,4855,13,0,0.001,500,-1.0,1.0,0,1.0
616,zeus collar ajustable  s  grafito,paseo,accesorio,4190,3137,9,0,0.001,500,0.0,0.0,0,1.0
114,dingo dental stick huesitos ,snack,alimento,11990,8014,36,15,0.015,1100,-1.0,1.0,1,1.0
417,cama chiporro xxl catapet,camas,accesorio,37990,29430,79,0,0.001,500,-1.0,1.0,0,1.0
1783,feliway spray 60ml,comportamiento,medicamento,33270,26124,62,2,0.0002,900,,,1,
969,zeedog gotham collar extra small,paseo,accesorio,7870,5498,17,0,0.001,500,-1.0,1.0,0,1.0
604,zeedog mahalo leash extra small,paseo,accesorio,10860,8042,22,1,0.001,500,-1.0,1.0,1,1.0
89,royal canin kitten sterilised 2kg,cachorros,alimento,21900,16619,67,0,0.015,2600,-1.0,1.0,0,1.0
848,big heart aluminum black (my family),placas identificacion,accesorio,7130,5312,18,0,0.004,500,-1.0,1.0,0,1.0
1424,royal can. shn. medium junior 15 kgr.,cachorros,alimento,89240,68350,268,2,0.015,600,-1.0,1.0,1,1.0
753,zd army green h-harness small,paseo,accesorio,13900,9504,29,0,0.001,500,,,0,
498,rasguñador con guarida tigre,hogar-transporte,accesorio,84990,67796,177,2,0.001,500,-1.0,1.0,1,1.0
1276,allerderm spot  hasta 10 kg (un),ant. ext.,medicamento,5500,3652,11,2,0.0002,500,-1.0,1.0,1,1.0
11,bolsas repuesto dispensador klint (60 b),higiene,accesorio,4030,2794,9,6,0.001,500,,,1,
396,intense beauty pouch 85gr 12un,humedo,alimento,2330,1805,8,3,0.015,1550,-1.0,0.0,1,1.0
284,zd volt adj. air mesh harness large,paseo,accesorio,26400,18660,55,0,0.001,500,-1.0,0.0,0,1.0
1066,gumi juguete mastica/limpia congelable-m,juguetes,accesorio,16990,11435,42,3,0.004,900,-1.0,1.0,1,1.0
1191,royal can. obesity feline 1.5 kg.,medicados,alimento,22990,17594,70,1,0.015,3900,-1.0,1.0,1,1.0
1633,tx arnes para auto s 30-60 cm,paseo,accesorio,9810,6574,23,2,0.004,500,-1.0,1.0,1,1.0
690,zd volt collar large,paseo,accesorio,12900,8784,27,0,0.001,500,,,0,
1664,brit care cat senior (angel)  2 kg,senior,alimento,15900,11436,49,0,0.015,3850,-1.0,1.0,0,1.0
1752,polerón con gorro verde,ropa,accesorio,19990,14624,42,0,0.001,600,-1.0,1.0,0,1.0
689,allerderm spot sobre 10 kg (un),ant. ext.,medicamento,6500,4679,12,0,0.0002,500,-1.0,1.0,0,1.0
851,zeus arnes fig.h  l  rojo,paseo,accesorio,13590,10300,28,0,0.001,500,-1.0,1.0,0,1.0
159,revolution perro/gato  0 - 2.5 kg,ant. ext.,medicamento,12990,9919,24,16,0.0002,500,-1.0,0.0,1,1.0
895,pink led collar small,paseo,accesorio,9900,7239,21,0,0.001,500,-1.0,1.0,0,1.0
257,brit care cat grain-free senior weight control 7 kg,adultos,alimento,55990,39696,168,1,0.015,5300,,,1,
335,zeus collar ajustable  m  grafito,paseo,accesorio,5290,3676,11,0,0.001,500,-1.0,1.0,0,1.0
1756,zeedog skull collar small,paseo,accesorio,8900,6093,19,1,0.001,500,,,1,
1039,small bone aluminum black (my family),placas identificacion,accesorio,7130,5228,15,1,0.001,500,-1.0,0.0,1,1.0
1015,zd bordeau h-harness small,paseo,accesorio,13900,9585,34,1,0.004,550,-1.0,1.0,1,1.0
768,lw transportadora peq. animales salmon/g,hogar-transporte,accesorio,23490,15798,58,3,0.004,500,-1.0,1.0,1,1.0
1635,timothy mat,alfalfas,accesorio,9840,7559,25,1,0.004,500,,,1,
761,cuerda anudada tricolor s,juguetes,accesorio,2960,2025,6,0,0.001,500,-1.0,1.0,0,1.0
1246,zeus collar ajustable l rojo,paseo,accesorio,5410,3993,13,0,0.004,1200,-1.0,1.0,0,1.0
1697,drontal plus 35kg,ant. ext.,medicamento,13950,9199,26,2,0.0002,500,-1.0,1.0,1,1.0
521,adaptil kit enchufe + repuesto 48ml,comportamiento,medicamento,39990,29669,74,1,0.0002,550,-1.0,1.0,1,1.0
356,zeedog neopro bubblegum leash large,paseo,accesorio,22620,15450,47,1,0.001,550,,,1,
1277,zd neon coral cat collar,paseo,accesorio,4900,3282,10,3,0.001,500,-1.0,1.0,1,1.0
1312,zeedog gotham collar medium,paseo,accesorio,10900,8168,22,1,0.001,500,-1.0,1.0,1,1.0
340,zeedog deep blue handsfree leash,paseo,accesorio,24900,19221,52,2,0.001,800,-1.0,1.0,1,1.0
431,zeus arnes fig h l grafito,paseo,accesorio,13590,9777,28,1,0.001,500,-1.0,1.0,1,1.0
473,zeedog blu,paseo,accesorio,9900,7309,25,2,0.004,800,-1.0,1.0,1,1.0
217,cordon amarre 16 mm (largo)  a. doctor,paseo,accesorio,9590,7532,20,0,0.001,500,-1.0,1.0,0,1.0
911,perfume sir dog lady 80 ml.,higiene,medicamento,10090,6749,19,2,0.0002,500,-1.0,0.0,1,1.0
1227,dogit alfombrilla educadora  medium 100u,higiene,accesorio,38990,27540,82,0,0.001,800,-1.0,1.0,0,1.0
1497,zeedog tuff bowl black,comederos,accesorio,25900,18861,54,1,0.001,650,-1.0,1.0,1,1.0
1011,small bone aluminum pink (my family),placas identificacion,accesorio,7130,4711,15,0,0.001,500,-1.0,0.0,0,1.0
93,arnes de paseo mediano g.a,paseo,accesorio,8390,5776,18,0,0.001,500,-1.0,1.0,0,1.0
1008,coastal lazer brite collar galaxy s/m,paseo,accesorio,10490,6828,22,1,0.001,500,-1.0,1.0,1,1.0
1092,lm soother green for dog,higiene,accesorio,9990,6547,21,1,0.001,500,-1.0,1.0,1,1.0
1488,coastal lazer brite collar pink multi flowers l,paseo,accesorio,15990,11643,39,0,0.004,1050,,,0,
1308,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990,42911,190,2,0.015,5000,,,1,
696,zeedog mahalo adjustable air mesh harness small,paseo,accesorio,19300,14998,41,2,0.001,500,-1.0,1.0,1,1.0
996,coastal comfort soft arnes lima s,paseo,accesorio,18990,13064,39,1,0.001,500,-1.0,1.0,1,1.0
153,zd neon coral collar medium,paseo,accesorio,10900,8395,26,1,0.004,1100,-1.0,1.0,1,1.0
1099,cat love rasguðador  rampa ,enriquecimiento ambiental,accesorio,17990,11837,38,3,0.001,550,-1.0,1.0,1,1.0
1612,ehlimoato,ant. ext.,medicamento,11370,8972,21,1,0.0002,500,-1.0,1.0,1,1.0
789,hueso masticable con textura,juguetes,accesorio,17990,14030,38,9,0.001,500,-1.0,1.0,1,1.0
580,body gato 00 verde,ropa,accesorio,17590,12201,37,2,0.001,500,,,1,
703,zd neon coral leash large,paseo,accesorio,16900,11892,36,1,0.001,500,,,1,
1295,lw set arnes y correa peq animales  m ,paseo,accesorio,10790,8446,22,0,0.001,500,-1.0,1.0,0,1.0
1563,calefactor aut. 100w - boyu,calefactores,accesorio,13600,10361,28,1,0.001,500,-1.0,1.0,1,1.0
1260,nutrafin max peces agua fria escamas 38g,alimento exoticos,accesorio,5790,4213,12,0,0.001,500,-1.0,1.0,0,1.0
487,electrovet soluc oral 500ml,suplemento,medicamento,8530,5770,16,1,0.0002,500,-1.0,1.0,1,1.0
559,royal canin baby dog milk 400gr,suplementos,alimento,26910,18671,82,2,0.015,2550,,,1,
1141,rostrum otico x 15ml gotas,antibiotico,medicamento,12320,9661,23,1,0.0002,500,,,1,
1119,"planet dog diamond plate ball silver ""l""",juguetes,accesorio,18990,13908,39,0,0.001,500,,,0,
801,ofloxacino 0.3 x 10 ml.,ocular,medicamento,19000,13168,35,1,0.0002,500,-1.0,1.0,1,1.0
512,bow tie black (my family),placas identificacion,accesorio,17560,11794,43,0,0.004,1250,-1.0,1.0,0,1.0
633,paracan plus x 1 comp,ant. interno,medicamento,1700,1347,4,186,0.0002,500,-1.0,1.0,1,1.0
1383,fancy feast tartare atun 85 g,latas,alimento,900,693,3,3,0.015,3000,,,1,
1673,nutram sound balanced wellness puppy food 2kg,cachorros,alimento,21570,16626,65,2,0.015,500,-1.0,1.0,1,1.0
790,zd ella adjustable air mesh harness extra small,paseo,accesorio,15100,10457,37,1,0.004,1550,-1.0,1.0,1,1.0
116,zeedog gotham h-harness small,paseo,accesorio,13850,9351,29,0,0.001,550,,,0,
1081,perfume sir dog musk 80 ml.,higiene,medicamento,10150,7722,19,0,0.0002,500,-1.0,1.0,0,1.0
830,tramadol iny. dosis 0.5,analgesico,medicamento,790,528,2,21,0.0002,500,,,1,
119,torre árbol con casa gatos premium,hogar-transporte,accesorio,89990,66926,189,0,0.001,1450,-1.0,0.0,0,1.0
656,synulox 250 mg,antibiotico,medicamento,15110,10706,28,53,0.0002,500,,,1,
1780,blocks leash large,paseo,accesorio,16900,12163,36,1,0.001,500,-1.0,1.0,1,1.0
635,ehliquantel sobre x 1 comp. (ant.),ant. interno,medicamento,1770,1259,4,110,0.0002,500,-1.0,1.0,1,1.0
369,brit care cat grain-free senior weight control 2 kg,adultos,alimento,17990,12404,55,1,0.015,1450,-1.0,1.0,1,1.0
655,proplan puppy pollo y arroz 370grs,humedo,alimento,4170,3204,13,0,0.015,4550,-1.0,1.0,0,1.0
822,big bone aluminum light blue (my family),placas identificacion,accesorio,7130,4923,15,0,0.001,500,-1.0,0.0,0,1.0
866,small round aluminum red (my family),placas identificacion,accesorio,7130,5327,18,1,0.004,500,-1.0,1.0,1,1.0
46,collar con smart id para retro blue m,paseo,accesorio,13900,10505,29,2,0.001,500,,,1,
1373,coastal style collar resolve m,paseo,accesorio,9290,7416,23,0,0.004,1250,-1.0,0.0,0,1.0
1602,zeus arnes fig.h  xl  grafito,paseo,accesorio,17790,13660,37,0,0.001,500,,,0,
991,royal renal lp mod. 170 grs. (lata),latas medicadas,alimento,4560,3039,14,0,0.015,500,-1.0,1.0,0,1.0
876,zd army green soft-walk harness medium,paseo,accesorio,18900,13830,39,1,0.001,500,,,1,
1219,small heart aluminum pink (my family),placas identificacion,accesorio,7130,5058,18,0,0.004,650,,,0,
4,galgovet,ant. ext.,medicamento,1990,1341,4,2,0.0002,500,-1.0,0.0,1,1.0
1003,brit care cat grain-free haircare healthy & shiny coat 7 kg,adultos,alimento,55990,40209,168,2,0.015,3400,-1.0,1.0,1,1.0
1615,gumi juguete mastica/limpia congelable-s,juguetes,accesorio,11990,8449,29,0,0.004,600,-1.0,1.0,0,1.0
263,alfombrilla 14 unid,higiene,accesorio,4990,3311,13,0,0.004,1050,-1.0,1.0,0,1.0
1472,brit care gf adult salmon 1 kg,adultos,alimento,8190,5606,26,4,0.015,2800,-1.0,1.0,1,1.0
443,bravery chicken mini adult small breeds 7 kg,adultos,alimento,35990,27993,109,0,0.015,3800,-1.0,1.0,0,1.0
1002,brit care cat fillets in gravy with savory salmon 85 g,humedo,alimento,2200,1606,8,0,0.015,1700,-1.0,0.0,0,1.0
1077,pink big circle bone (my family),placas identificacion,accesorio,15490,12147,33,0,0.001,500,-1.0,1.0,0,1.0
837,previcox 57 mg x  10 comp,analgesico,medicamento,22270,15454,41,0,0.0002,500,-1.0,1.0,0,1.0
1676,body cobre talla 0,ropa,medicamento,13500,9588,25,3,0.0002,500,-1.0,1.0,1,1.0
1365,puzzle twister nivel 3,juguetes,accesorio,35990,25253,76,16,0.001,850,-1.0,0.0,1,1.0
313,previcox 227mgx10c0mp,analgesico,medicamento,31180,20287,58,1,0.0002,500,-1.0,0.0,1,1.0
149,le salon esse. corta uða alicate s/cat,grooming,accesorio,8590,5755,18,0,0.001,500,-1.0,1.0,0,1.0
1148,coastal sublime collar purple l,paseo,accesorio,16990,12151,36,0,0.001,500,-1.0,1.0,0,1.0
1213,rabbit ear cleaning solution 4 oz,higiene,accesorio,14290,10771,30,2,0.001,500,-1.0,1.0,1,1.0
574,afp treat hider ardilla,juguetes,accesorio,16990,11111,42,1,0.004,1000,-1.0,1.0,1,1.0
50,afp modern cat surf,juguetes,accesorio,5390,4060,11,0,0.001,500,-1.0,1.0,0,1.0
1455,advocate 1 x o.8,ant. ext.,medicamento,24990,18818,46,6,0.0002,550,-1.0,1.0,1,1.0
726,zd army green collar small,paseo,accesorio,9900,6740,25,0,0.004,500,,,0,
